Orthologous Cluster ID,Species,ENSEMBL ID,Gene,Expression,log2 Fold Change,FDR
HS8298,Homo sapiens,ENSG00000145687,SSBP2,up_regulated,0.428208,0.0219533
HS5924,Homo sapiens,ENSG00000067082,KLF6,up_regulated,1.63307,9.61E-32
HS9013,Homo sapiens,ENSG00000176406,RIMS2,up_regulated,0.756433,0.0146409
HS7832,Homo sapiens,ENSG00000211448,DIO2,up_regulated,0.870928,0.00468158
HS2510,Homo sapiens,ENSG00000169554,ZEB2,up_regulated,0.355748,0.0227128
HS6385,Homo sapiens,ENSG00000168280,KIF5C,up_regulated,5.20223,0
HS9678,Homo sapiens,ENSG00000144596,GRIP2,up_regulated,5.51303,0
HS8794,Homo sapiens,ENSG00000145780,FEM1C,up_regulated,0.693824,3.90E-04
HS14597,Homo sapiens,ENSG00000151320,AKAP6,up_regulated,1.0332,1.80E-04
HS2812,Homo sapiens,ENSG00000225131,PSME2P2,up_regulated,1.68616,2.52E-16
HS10925,Homo sapiens,ENSG00000137145,DENND4C,up_regulated,0.580856,0.00294837
HS3073,Homo sapiens,ENSG00000092964,DPYSL2,up_regulated,0.407552,0.00975337
HS238,Homo sapiens,ENSG00000089041,P2RX7,up_regulated,2.73201,3.21E-29
HS7543,Homo sapiens,ENSG00000188313,PLSCR1,up_regulated,4.11412,0
HS5817,Homo sapiens,ENSG00000185404,SP140L,up_regulated,2.4484,0
HS7963,Homo sapiens,ENSG00000220884,MESTP1,up_regulated,0.828863,0.0092587
HS8105,Homo sapiens,ENSG00000174059,CD34,up_regulated,1.55347,1.24E-09
HS11571,Homo sapiens,ENSG00000054690,PLEKHH1,up_regulated,1.32166,1.11E-04
HS4438,Homo sapiens,ENSG00000153827,TRIP12,up_regulated,0.843088,4.33E-09
HS4739,Homo sapiens,ENSG00000079616,KIF22,up_regulated,0.623123,5.98E-04
HS572,Homo sapiens,ENSG00000005059,CCDC109B,up_regulated,2.0164,2.48E-31
HS3224,Homo sapiens,ENSG00000030110,BAK1,up_regulated,1.12621,2.61E-10
HS6896,Homo sapiens,ENSG00000144118,RALB,up_regulated,1.17552,2.74E-19
HS1517,Homo sapiens,ENSG00000120833,SOCS2,up_regulated,0.815644,1.31E-07
HS5870,Homo sapiens,ENSG00000129226,CD68,up_regulated,1.03792,1.05E-04
HS9248,Homo sapiens,ENSG00000198833,UBE2J1,up_regulated,0.344816,0.043515
HS2142,Homo sapiens,ENSG00000228672,PROB1,up_regulated,1.42377,4.99E-05
HS12859,Homo sapiens,ENSG00000129048,ACKR4,up_regulated,0.33112,0.0460629
HS12212,Homo sapiens,ENSG00000150630,VEGFC,up_regulated,1.23311,2.84E-09
HS968,Homo sapiens,ENSG00000140548,ZNF710,up_regulated,1.22163,6.94E-13
HS13003,Homo sapiens,ENSG00000175592,FOSL1,up_regulated,0.563585,4.09E-04
HS9496,Homo sapiens,ENSG00000257405,RP11-609L23.2,up_regulated,0.829903,0.0133905
HS6535,Homo sapiens,ENSG00000165259,HDX,up_regulated,2.4494,9.74E-36
HS9484,Homo sapiens,ENSG00000141424,SLC39A6,up_regulated,0.361478,0.0192926
HS1690,Homo sapiens,ENSG00000131941,RHPN2,up_regulated,1.07842,0.00700499
HS742,Homo sapiens,ENSG00000197312,DDI2,up_regulated,0.525866,0.00307159
HS4249,Homo sapiens,ENSG00000172345,STARD5,up_regulated,0.596342,0.00204628
HS11454,Homo sapiens,ENSG00000112276,BVES,up_regulated,0.473751,0.004766
HS13902,Homo sapiens,ENSG00000125968,ID1,up_regulated,0.455454,0.00311473
HS3001,Homo sapiens,ENSG00000114127,XRN1,up_regulated,2.72604,0
HS7868,Homo sapiens,ENSG00000223773,CD99P1,up_regulated,1.15646,3.47E-07
HS11871,Homo sapiens,ENSG00000141582,CBX4,up_regulated,1.60629,2.27E-17
HS2848,Homo sapiens,ENSG00000153234,NR4A2,up_regulated,0.800875,0.00954839
HS13510,Homo sapiens,ENSG00000162981,FAM84A,up_regulated,1.48972,7.59E-10
HS4309,Homo sapiens,ENSG00000101236,RNF24,up_regulated,1.0234,1.23E-14
HS5707,Homo sapiens,ENSG00000156140,ADAMTS3,up_regulated,1.49659,1.83E-11
HS8918,Homo sapiens,ENSG00000100852,ARHGAP5,up_regulated,0.862372,2.95E-09
HS10898,Homo sapiens,ENSG00000108387,4-Sep,up_regulated,1.63183,2.55E-08
HS12690,Homo sapiens,ENSG00000131873,CHSY1,up_regulated,0.418751,0.0210309
HS6371,Homo sapiens,ENSG00000145354,CISD2,up_regulated,0.437978,0.035101
HS1237,Homo sapiens,ENSG00000130522,JUND,up_regulated,0.608734,2.29E-04
HS12402,Homo sapiens,ENSG00000064012,CASP8,up_regulated,1.47744,2.79E-15
HS10482,Homo sapiens,ENSG00000197261,C6orf141,up_regulated,1.77881,2.64E-11
HS4890,Homo sapiens,ENSG00000178033,FAM26E,up_regulated,1.80191,7.58E-07
HS6016,Homo sapiens,ENSG00000114450,GNB4,up_regulated,2.37613,0
HS14106,Homo sapiens,ENSG00000186283,TOR3A,up_regulated,0.534029,0.00181328
HS10442,Homo sapiens,ENSG00000162840,MT2P1,up_regulated,1.37005,7.10E-13
HS13631,Homo sapiens,ENSG00000214274,ANG,up_regulated,0.548371,0.0482799
HS9291,Homo sapiens,ENSG00000087903,RFX2,up_regulated,0.54128,0.00361998
HS6128,Homo sapiens,ENSG00000177000,MTHFR,up_regulated,0.818339,3.13E-07
HS12776,Homo sapiens,ENSG00000231235,RP11-75A9.1,up_regulated,1.91475,7.10E-14
HS8725,Homo sapiens,ENSG00000142611,PRDM16,up_regulated,1.29428,7.13E-06
HS4611,Homo sapiens,ENSG00000168610,STAT3,up_regulated,0.91696,2.39E-12
HS9822,Homo sapiens,ENSG00000171823,FBXL14,up_regulated,0.716948,1.35E-04
HS13857,Homo sapiens,ENSG00000203814,HIST2H2BF,up_regulated,0.825394,0.0206235
HS10605,Homo sapiens,ENSG00000104228,TRIM35,up_regulated,0.476329,0.0170482
HS1947,Homo sapiens,ENSG00000179627,ZBTB42,up_regulated,2.37186,2.76E-31
HS7575,Homo sapiens,ENSG00000261884,CTC-479C5.12,up_regulated,2.22055,1.55E-11
HS7050,Homo sapiens,ENSG00000172613,RAD9A,up_regulated,2.69549,0
HS6548,Homo sapiens,ENSG00000262061,RP11-1260E13.4,up_regulated,5.65054,0
HS3411,Homo sapiens,ENSG00000196911,KPNA5,up_regulated,0.718537,0.00345078
HS5477,Homo sapiens,ENSG00000163251,FZD5,up_regulated,2.64045,6.24E-28
HS8470,Homo sapiens,ENSG00000111737,RAB35,up_regulated,0.538442,5.96E-04
HS6336,Homo sapiens,ENSG00000100918,REC8,up_regulated,1.5963,5.04E-10
HS12992,Homo sapiens,ENSG00000233276,GPX1,up_regulated,0.322918,0.042048
HS9913,Homo sapiens,ENSG00000101577,LPIN2,up_regulated,1.01694,6.74E-13
HS8531,Homo sapiens,ENSG00000185614,FAM212A,up_regulated,1.17745,4.54E-06
HS8635,Homo sapiens,ENSG00000136848,DAB2IP,up_regulated,0.780636,1.21E-08
HS7548,Homo sapiens,ENSG00000137877,SPTBN5,up_regulated,3.12867,6.20E-28
HS5012,Homo sapiens,ENSG00000185345,PARK2,up_regulated,0.561781,0.0488038
HS7202,Homo sapiens,ENSG00000159208,CIART,up_regulated,0.998182,3.52E-06
HS7848,Homo sapiens,ENSG00000139668,WDFY2,up_regulated,1.60146,4.44E-26
HS6553,Homo sapiens,ENSG00000135077,HAVCR2,up_regulated,2.51382,1.45E-26
HS4012,Homo sapiens,ENSG00000117707,PROX1,up_regulated,1.57607,4.16E-07
HS4886,Homo sapiens,ENSG00000167772,ANGPTL4,up_regulated,1.22865,1.36E-19
HS13828,Homo sapiens,ENSG00000120899,PTK2B,up_regulated,1.60996,6.79E-13
HS13416,Homo sapiens,ENSG00000108039,XPNPEP1,up_regulated,0.777634,7.84E-08
HS9801,Homo sapiens,ENSG00000142583,SLC2A5,up_regulated,1.3187,1.72E-09
HS4473,Homo sapiens,ENSG00000135722,FBXL8,up_regulated,0.506273,0.0405077
HS3843,Homo sapiens,ENSG00000112679,DUSP22,up_regulated,1.18005,1.94E-12
HS7191,Homo sapiens,ENSG00000128245,YWHAH,up_regulated,0.382227,0.0127254
HS4806,Homo sapiens,ENSG00000008056,SYN1,up_regulated,0.973584,0.0013874
HS1227,Homo sapiens,ENSG00000171791,BCL2,up_regulated,0.832197,0.0229014
HS12563,Homo sapiens,ENSG00000173889,PHC3,up_regulated,0.585477,2.99E-04
HS8032,Homo sapiens,ENSG00000166263,STXBP4,up_regulated,1.5371,7.08E-14
HS7236,Homo sapiens,ENSG00000174808,BTC,up_regulated,5.35076,0
HS482,Homo sapiens,ENSG00000152558,TMEM123,up_regulated,0.387947,0.0373866
HS3142,Homo sapiens,ENSG00000149131,SERPING1,up_regulated,1.1203,1.05E-14
HS7213,Homo sapiens,ENSG00000100888,CHD8,up_regulated,0.790957,1.47E-08
HS2019,Homo sapiens,ENSG00000071051,NCK2,up_regulated,0.807669,9.86E-06
HS6727,Homo sapiens,ENSG00000006210,CX3CL1,up_regulated,5.05812,9.12E-33
HS5171,Homo sapiens,ENSG00000077522,ACTN2,up_regulated,3.81748,3.50E-30
HS8591,Homo sapiens,ENSG00000250474,WBP1LP2,up_regulated,1.02908,6.99E-04
HS10871,Homo sapiens,ENSG00000078401,EDN1,up_regulated,2.13535,7.04E-06
HS1965,Homo sapiens,ENSG00000108950,FAM20A,up_regulated,0.701286,1.35E-05
HS1351,Homo sapiens,ENSG00000108679,LGALS3BP,up_regulated,1.35953,2.63E-19
HS10030,Homo sapiens,ENSG00000079215,SLC1A3,up_regulated,0.60825,0.0013874
HS7735,Homo sapiens,ENSG00000205730,ITPRIPL2,up_regulated,0.978988,4.56E-13
HS12979,Homo sapiens,ENSG00000102763,VWA8,up_regulated,0.452863,0.0340513
HS3117,Homo sapiens,ENSG00000187583,PLEKHN1,up_regulated,1.5308,1.29E-09
HS2550,Homo sapiens,ENSG00000134287,ARF3,up_regulated,0.385076,0.0123586
HS8205,Homo sapiens,ENSG00000067066,SP100,up_regulated,2.43289,0
HS4064,Homo sapiens,ENSG00000118162,KPTN,up_regulated,0.559876,0.00987768
HS7957,Homo sapiens,ENSG00000172059,KLF11,up_regulated,0.642315,1.85E-04
HS5056,Homo sapiens,ENSG00000130313,PGLS,up_regulated,0.40537,0.0291724
HS7752,Homo sapiens,ENSG00000196975,ANXA4,up_regulated,0.467615,0.00163362
HS9572,Homo sapiens,ENSG00000166326,TRIM44,up_regulated,0.468032,0.00269218
HS10727,Homo sapiens,ENSG00000147509,RGS20,up_regulated,1.40213,1.89E-15
HS2147,Homo sapiens,ENSG00000205885,C1RL-AS1,up_regulated,0.9854,2.62E-08
HS1072,Homo sapiens,ENSG00000161091,MFSD12,up_regulated,0.989874,3.82E-11
HS12968,Homo sapiens,ENSG00000103061,SLC7A6OS,up_regulated,0.50779,0.00422584
HS10303,Homo sapiens,ENSG00000168461,RAB31,up_regulated,0.351055,0.0260618
HS8764,Homo sapiens,ENSG00000138650,PCDH10,up_regulated,1.15549,0.00233384
HS4941,Homo sapiens,ENSG00000112137,PHACTR1,up_regulated,0.65084,0.0203096
HS5460,Homo sapiens,ENSG00000272760,RP11-5C23.1,up_regulated,1.69305,2.20E-08
HS14098,Homo sapiens,ENSG00000110218,PANX1,up_regulated,1.54099,2.61E-28
HS6740,Homo sapiens,ENSG00000109046,WSB1,up_regulated,0.716428,6.23E-06
HS11601,Homo sapiens,ENSG00000196187,TMEM63A,up_regulated,0.711727,2.87E-05
HS10035,Homo sapiens,ENSG00000185880,TRIM69,up_regulated,3.36088,0
HS9662,Homo sapiens,ENSG00000107984,DKK1,up_regulated,0.374639,0.0273209
HS8990,Homo sapiens,ENSG00000161642,ZNF385A,up_regulated,0.627036,0.00979528
HS7342,Homo sapiens,ENSG00000196684,HSH2D,up_regulated,4.12686,4.20E-24
HS6375,Homo sapiens,ENSG00000267534,S1PR2,up_regulated,0.668498,0.00294921
HS10678,Homo sapiens,ENSG00000127954,STEAP4,up_regulated,2.78785,2.58E-13
HS8346,Homo sapiens,ENSG00000138675,FGF5,up_regulated,1.27238,4.49E-06
HS13803,Homo sapiens,ENSG00000165030,NFIL3,up_regulated,0.710289,4.81E-05
HS4459,Homo sapiens,ENSG00000122643,NT5C3A,up_regulated,2.54087,0
HS6685,Homo sapiens,ENSG00000116668,SWT1,up_regulated,1.22993,6.62E-08
HS11916,Homo sapiens,ENSG00000176170,SPHK1,up_regulated,0.367638,0.0360509
HS10940,Homo sapiens,ENSG00000086065,CHMP5,up_regulated,0.651128,6.74E-06
HS7794,Homo sapiens,ENSG00000197182,MIRLET7BHG,up_regulated,0.691329,0.00181178
HS7463,Homo sapiens,ENSG00000124688,MAD2L1BP,up_regulated,0.69354,8.17E-06
HS13262,Homo sapiens,ENSG00000092607,TBX15,up_regulated,1.68715,1.20E-26
HS117,Homo sapiens,ENSG00000132669,RIN2,up_regulated,0.826866,2.12E-08
HS13142,Homo sapiens,ENSG00000117114,ADGRL2,up_regulated,0.508596,0.00109889
HS14269,Homo sapiens,ENSG00000111731,C2CD5,up_regulated,0.635212,0.00102031
HS11265,Homo sapiens,ENSG00000198604,BAZ1A,up_regulated,1.29809,1.07E-21
HS13321,Homo sapiens,ENSG00000121390,PSPC1,up_regulated,0.46451,0.00432817
HS11591,Homo sapiens,ENSG00000131507,NDFIP1,up_regulated,0.401708,0.0223438
HS10548,Homo sapiens,ENSG00000165731,RET,up_regulated,4.40559,0
HS5834,Homo sapiens,ENSG00000171155,C1GALT1C1,up_regulated,0.476399,0.00908743
HS1271,Homo sapiens,ENSG00000196628,TCF4,up_regulated,1.00882,8.35E-06
HS5854,Homo sapiens,ENSG00000169926,KLF13,up_regulated,0.508731,6.33E-04
HS3635,Homo sapiens,ENSG00000185947,ZNF267,up_regulated,0.942267,9.81E-06
HS5823,Homo sapiens,ENSG00000157483,MYO1E,up_regulated,0.703107,1.96E-07
HS10837,Homo sapiens,ENSG00000054267,ARID4B,up_regulated,0.422531,0.0281342
HS13031,Homo sapiens,ENSG00000163755,HPS3,up_regulated,0.663459,0.00706635
HS2733,Homo sapiens,ENSG00000137216,TMEM63B,up_regulated,0.456536,0.00642558
HS8948,Homo sapiens,ENSG00000237352,LINC01358,up_regulated,2.05845,2.15E-09
HS2094,Homo sapiens,ENSG00000146859,TMEM140,up_regulated,3.85839,0
HS14087,Homo sapiens,ENSG00000196456,ZNF775,up_regulated,1.26285,1.18E-11
HS5278,Homo sapiens,ENSG00000260231,JHDM1D-AS1,up_regulated,0.590581,0.00817238
HS13796,Homo sapiens,ENSG00000179044,EXOC3L1,up_regulated,5.57234,2.49E-41
HS6005,Homo sapiens,ENSG00000257122,RRN3P3,up_regulated,1.24893,3.21E-09
HS880,Homo sapiens,ENSG00000140511,HAPLN3,up_regulated,2.55389,9.45E-22
HS5320,Homo sapiens,ENSG00000221963,APOL6,up_regulated,4.26191,0
HS6205,Homo sapiens,ENSG00000198900,TOP1,up_regulated,1.00482,9.61E-13
HS9226,Homo sapiens,ENSG00000109099,PMP22,up_regulated,0.542849,2.31E-04
HS9134,Homo sapiens,ENSG00000104067,TJP1,up_regulated,1.52987,7.18E-25
HS2344,Homo sapiens,ENSG00000127603,MACF1,up_regulated,0.929237,3.40E-11
HS12532,Homo sapiens,ENSG00000148356,LRSAM1,up_regulated,0.720841,7.13E-05
HS5337,Homo sapiens,ENSG00000141837,CACNA1A,up_regulated,0.815672,1.19E-06
HS14413,Homo sapiens,ENSG00000158315,RHBDL2,up_regulated,0.61121,0.0447304
HS7747,Homo sapiens,ENSG00000164136,IL15,up_regulated,2.83097,1.99E-41
HS12922,Homo sapiens,ENSG00000181045,SLC26A11,up_regulated,0.435953,0.0301864
HS7183,Homo sapiens,ENSG00000213853,EMP2,up_regulated,0.361214,0.0213751
HS4038,Homo sapiens,ENSG00000164463,CREBRF,up_regulated,0.914058,2.56E-04
HS14577,Homo sapiens,ENSG00000006695,COX10,up_regulated,0.652591,0.00109338
HS2665,Homo sapiens,ENSG00000146281,PM20D2,up_regulated,0.825222,0.0044778
HS10743,Homo sapiens,ENSG00000133313,CNDP2,up_regulated,1.42974,1.88E-25
HS1005,Homo sapiens,ENSG00000112096,SOD2,up_regulated,0.362179,0.0338425
HS8864,Homo sapiens,ENSG00000164946,FREM1,up_regulated,1.74141,1.39E-07
HS13974,Homo sapiens,ENSG00000197077,KIAA1671,up_regulated,1.15379,3.78E-05
HS10616,Homo sapiens,ENSG00000082074,FYB,up_regulated,4.25868,0
HS6027,Homo sapiens,ENSG00000262962,KARSP3,up_regulated,0.846331,0.00315109
HS1613,Homo sapiens,ENSG00000127666,TICAM1,up_regulated,1.65806,9.48E-28
HS1809,Homo sapiens,ENSG00000196782,MAML3,up_regulated,0.788369,5.52E-06
HS6040,Homo sapiens,ENSG00000169992,NLGN2,up_regulated,0.494648,0.00122098
HS2577,Homo sapiens,ENSG00000145555,MYO10,up_regulated,0.480902,0.00131202
HS12093,Homo sapiens,ENSG00000072958,AP1M1,up_regulated,0.357306,0.0244717
HS5172,Homo sapiens,ENSG00000155252,PI4K2A,up_regulated,0.668576,5.79E-06
HS4231,Homo sapiens,ENSG00000138760,SCARB2,up_regulated,0.951144,6.91E-11
HS2879,Homo sapiens,ENSG00000261786,RP4-555D20.2,up_regulated,0.634172,0.00260901
HS10648,Homo sapiens,ENSG00000139180,NDUFA9,up_regulated,1.31294,1.80E-13
HS333,Homo sapiens,ENSG00000137842,TMEM62,up_regulated,2.51768,4.20E-45
HS7012,Homo sapiens,ENSG00000054654,SYNE2,up_regulated,1.73132,2.53E-22
HS4675,Homo sapiens,ENSG00000169418,NPR1,up_regulated,0.490709,0.0116915
HS14702,Homo sapiens,ENSG00000170852,KBTBD2,up_regulated,0.838835,1.75E-06
HS10369,Homo sapiens,ENSG00000170775,GPR37,up_regulated,0.962555,2.30E-05
HS8624,Homo sapiens,ENSG00000135211,TMEM60,up_regulated,1.07424,1.74E-09
HS4718,Homo sapiens,ENSG00000261644,RP11-327F22.2,up_regulated,1.14293,2.15E-05
HS10748,Homo sapiens,ENSG00000137413,TAF8,up_regulated,0.422354,0.0314414
HS11348,Homo sapiens,ENSG00000080345,RIF1,up_regulated,0.550965,8.02E-04
HS9146,Homo sapiens,ENSG00000106299,WASL,up_regulated,0.42597,0.0133905
HS11635,Homo sapiens,ENSG00000137767,SQRDL,up_regulated,0.834781,3.54E-09
HS9373,Homo sapiens,ENSG00000138135,CH25H,up_regulated,1.863,1.04E-08
HS2474,Homo sapiens,ENSG00000115935,WIPF1,up_regulated,0.423421,0.00454433
HS18,Homo sapiens,ENSG00000182511,FES,up_regulated,0.645154,6.52E-04
HS13564,Homo sapiens,ENSG00000269609,RPARP-AS1,up_regulated,2.32685,1.18E-09
HS11513,Homo sapiens,ENSG00000126264,HCST,up_regulated,0.750902,0.0447771
HS2913,Homo sapiens,ENSG00000148175,STOM,up_regulated,1.28182,3.13E-19
HS8237,Homo sapiens,ENSG00000213024,NUP62,up_regulated,0.812871,2.96E-08
HS3764,Homo sapiens,ENSG00000168264,IRF2BP2,up_regulated,0.406623,0.0269071
HS10825,Homo sapiens,ENSG00000165304,MELK,up_regulated,1.17036,1.38E-07
HS10393,Homo sapiens,ENSG00000102547,CAB39L,up_regulated,1.20791,3.09E-13
HS14201,Homo sapiens,ENSG00000164236,ANKRD33B,up_regulated,0.874444,0.0034625
HS1362,Homo sapiens,ENSG00000130962,PRRG1,up_regulated,0.987895,2.06E-09
HS10828,Homo sapiens,ENSG00000115020,PIKFYVE,up_regulated,0.430477,0.0191952
HS4343,Homo sapiens,ENSG00000131203,IDO1,up_regulated,7.77038,0
HS14321,Homo sapiens,ENSG00000177191,B3GNT8,up_regulated,0.99152,1.15E-06
HS316,Homo sapiens,ENSG00000073146,MOV10L1,up_regulated,0.811368,0.00644399
HS7078,Homo sapiens,ENSG00000104154,SLC30A4,up_regulated,1.20228,3.14E-09
HS8659,Homo sapiens,ENSG00000132952,USPL1,up_regulated,0.564969,0.00205585
HS6613,Homo sapiens,ENSG00000180628,PCGF5,up_regulated,2.60534,0
HS9585,Homo sapiens,ENSG00000178723,GLULP4,up_regulated,0.745597,0.00176061
HS9732,Homo sapiens,ENSG00000172432,GTPBP2,up_regulated,1.56892,4.24E-27
HS13254,Homo sapiens,ENSG00000185499,MUC1,up_regulated,1.18065,6.38E-07
HS14116,Homo sapiens,ENSG00000104951,IL4I1,up_regulated,3.28396,0
HS6407,Homo sapiens,ENSG00000102034,ELF4,up_regulated,1.31728,4.95E-22
HS7125,Homo sapiens,ENSG00000171509,RXFP1,up_regulated,2.76009,1.09E-24
HS10120,Homo sapiens,ENSG00000047634,SCML1,up_regulated,1.13662,1.73E-10
HS7294,Homo sapiens,ENSG00000156875,MFSD14A,up_regulated,0.87243,4.97E-08
HS12303,Homo sapiens,ENSG00000135821,GLUL,up_regulated,0.673191,2.18E-06
HS12864,Homo sapiens,ENSG00000221869,CEBPD,up_regulated,1.33172,1.61E-10
HS5129,Homo sapiens,ENSG00000137198,GMPR,up_regulated,4.79908,0
HS14334,Homo sapiens,ENSG00000158711,ELK4,up_regulated,0.723871,9.17E-05
HS8568,Homo sapiens,ENSG00000107929,LARP4B,up_regulated,0.690622,6.51E-06
HS14437,Homo sapiens,ENSG00000253785,CTC-308K20.3,up_regulated,0.730157,0.00121933
HS14287,Homo sapiens,ENSG00000215218,UBE2QL1,up_regulated,1.32539,5.39E-07
HS12943,Homo sapiens,ENSG00000167034,NKX3-1,up_regulated,2.04848,1.73E-33
HS11709,Homo sapiens,ENSG00000143036,SLC44A3,up_regulated,0.939716,0.00382928
HS6159,Homo sapiens,ENSG00000116001,TIA1,up_regulated,0.82112,8.10E-07
HS7551,Homo sapiens,ENSG00000106571,GLI3,up_regulated,0.644948,1.65E-04
HS13749,Homo sapiens,ENSG00000232533,AC093673.5,up_regulated,0.555956,0.00253434
HS379,Homo sapiens,ENSG00000235444,PSMB3P2,up_regulated,0.536536,0.0246275
HS455,Homo sapiens,ENSG00000105402,NAPA,up_regulated,1.09457,3.86E-17
HS14455,Homo sapiens,ENSG00000166949,SMAD3,up_regulated,0.433511,0.00347653
HS9684,Homo sapiens,ENSG00000146409,SLC18B1,up_regulated,2.39127,6.55E-35
HS5236,Homo sapiens,ENSG00000143575,HAX1,up_regulated,0.475395,0.00300909
HS9692,Homo sapiens,ENSG00000197381,ADARB1,up_regulated,1.27154,1.58E-10
HS13853,Homo sapiens,ENSG00000110330,BIRC2,up_regulated,0.646806,2.00E-04
HS11410,Homo sapiens,ENSG00000197102,DYNC1H1,up_regulated,0.819852,4.77E-10
HS5308,Homo sapiens,ENSG00000136758,YME1L1,up_regulated,0.469438,0.0021714
HS6692,Homo sapiens,ENSG00000075131,TIPIN,up_regulated,1.07268,1.04E-06
HS13123,Homo sapiens,ENSG00000137936,BCAR3,up_regulated,0.627916,3.22E-04
HS4410,Homo sapiens,ENSG00000005175,RPAP3,up_regulated,0.690209,2.87E-05
HS10807,Homo sapiens,ENSG00000164548,TRA2A,up_regulated,0.511729,0.0013768
HS4738,Homo sapiens,ENSG00000226742,HSBP1L1,up_regulated,0.566588,0.00264389
HS14102,Homo sapiens,ENSG00000107779,BMPR1A,up_regulated,0.602817,1.09E-04
HS3070,Homo sapiens,ENSG00000228612,HK2P1,up_regulated,1.14519,1.15E-09
HS2291,Homo sapiens,ENSG00000119383,PPP2R4,up_regulated,0.401745,0.0100535
HS11790,Homo sapiens,ENSG00000143554,SLC27A3,up_regulated,0.849089,6.24E-04
HS6928,Homo sapiens,ENSG00000188483,IER5L,up_regulated,0.556572,0.00724689
HS2883,Homo sapiens,ENSG00000198133,TMEM229B,up_regulated,3.40097,0
HS5891,Homo sapiens,ENSG00000257704,INAFM1,up_regulated,0.651644,0.00663811
HS4023,Homo sapiens,ENSG00000185722,ANKFY1,up_regulated,1.37852,1.34E-26
HS1366,Homo sapiens,ENSG00000251136,RP11-37B2.1,up_regulated,0.7583,0.0140254
HS3185,Homo sapiens,ENSG00000113578,FGF1,up_regulated,0.513293,0.0284776
HS8415,Homo sapiens,ENSG00000100219,XBP1,up_regulated,0.548494,0.00104304
HS2816,Homo sapiens,ENSG00000146278,PNRC1,up_regulated,0.583406,0.00257413
HS12339,Homo sapiens,ENSG00000162777,DENND2D,up_regulated,1.51577,8.43E-14
HS12330,Homo sapiens,ENSG00000166446,CDYL2,up_regulated,1.77254,2.60E-29
HS6943,Homo sapiens,ENSG00000148110,MFSD14B,up_regulated,0.633848,8.34E-06
HS9530,Homo sapiens,ENSG00000156515,HK1,up_regulated,0.509437,3.57E-04
HS5248,Homo sapiens,ENSG00000268034,AC005795.1,up_regulated,0.610354,0.00676259
HS9883,Homo sapiens,ENSG00000248394,FOSL1P1,up_regulated,1.04654,0.0172556
HS6475,Homo sapiens,ENSG00000188820,FAM26F,up_regulated,3.79182,3.74E-23
HS6283,Homo sapiens,ENSG00000122863,CHST3,up_regulated,0.340137,0.0340881
HS12416,Homo sapiens,ENSG00000139350,NEDD1,up_regulated,1.18536,1.66E-11
HS3246,Homo sapiens,ENSG00000176438,SYNE3,up_regulated,0.546064,0.0112833
HS12517,Homo sapiens,ENSG00000135903,PAX3,up_regulated,2.12873,6.11E-28
HS13541,Homo sapiens,ENSG00000164171,ITGA2,up_regulated,0.914968,1.01E-12
HS11776,Homo sapiens,ENSG00000154930,ACSS1,up_regulated,0.666589,0.00295909
HS12148,Homo sapiens,ENSG00000171132,PRKCE,up_regulated,1.07239,2.29E-10
HS11968,Homo sapiens,ENSG00000157106,SMG1,up_regulated,0.45698,0.00184352
HS13276,Homo sapiens,ENSG00000170525,PFKFB3,up_regulated,1.85108,2.50E-05
HS4167,Homo sapiens,ENSG00000136813,KIAA0368,up_regulated,0.416713,0.00490025
HS10723,Homo sapiens,ENSG00000140280,LYSMD2,up_regulated,1.57499,1.92E-13
HS4386,Homo sapiens,ENSG00000108094,CUL2,up_regulated,0.753788,1.02E-06
HS8833,Homo sapiens,ENSG00000118515,SGK1,up_regulated,1.30349,7.79E-20
HS7820,Homo sapiens,ENSG00000236015,AC011290.5,up_regulated,1.29837,6.84E-07
HS12390,Homo sapiens,ENSG00000169499,PLEKHA2,up_regulated,0.769826,0.00312477
HS6885,Homo sapiens,ENSG00000135048,TMEM2,up_regulated,0.722634,0.00455893
HS3777,Homo sapiens,ENSG00000214269,LGMNP1,up_regulated,1.4829,7.51E-13
HS12114,Homo sapiens,ENSG00000132670,PTPRA,up_regulated,0.811374,1.75E-09
HS12110,Homo sapiens,ENSG00000058799,YIPF1,up_regulated,0.410292,0.0266703
HS6378,Homo sapiens,ENSG00000168497,SDPR,up_regulated,1.95729,7.83E-16
HS3796,Homo sapiens,ENSG00000115598,IL1RL2,up_regulated,0.613603,0.0139628
HS9977,Homo sapiens,ENSG00000104973,MED25,up_regulated,1.13528,4.18E-13
HS3668,Homo sapiens,ENSG00000204540,PSORS1C1,up_regulated,2.42305,3.59E-19
HS2416,Homo sapiens,ENSG00000116977,LGALS8,up_regulated,1.02364,1.20E-11
HS2675,Homo sapiens,ENSG00000227813,RP1-180M12.1,up_regulated,1.12746,9.20E-05
HS10323,Homo sapiens,ENSG00000008735,MAPK8IP2,up_regulated,1.49708,2.02E-06
HS13660,Homo sapiens,ENSG00000140022,STON2,up_regulated,1.91213,7.75E-10
HS13234,Homo sapiens,ENSG00000187498,COL4A1,up_regulated,0.746002,4.53E-08
HS307,Homo sapiens,ENSG00000159200,RCAN1,up_regulated,0.489411,0.013726
HS5461,Homo sapiens,ENSG00000137312,FLOT1,up_regulated,0.631908,3.95E-05
